id,name,country,region_fullname,winary_fullname,url,bottle_url
22685,Saint-Julien (Grand Cru Classé),France,Saint-Julien,Château Léoville Barton,https://www.vivino.com/US-CA/en/saint-julien-grand-cru-classe/w/22685,https://images.vivino.com/thumbs/CakMPDnYSnuZ6L0fn88EWQ_pb_x600.png
1287027,Margaux,France,Margaux,Château Angludet,https://www.vivino.com/US-CA/en/margaux/w/1287027,https://images.vivino.com/thumbs/pVKkmNOrSGidtFrM2Q9GAg_pb_x600.png
1126954,Saint-Estèphe (Grand Cru Classé),France,Saint-Estèphe,Château Calon-Ségur,https://www.vivino.com/US-CA/en/saint-estephe-grand-cru-classe/w/1126954,https://images.vivino.com/thumbs/fmI0LPDNRKCvTFUurToCAQ_pb_x600.png
79265,Saint-Julien (Grand Cru Classé),France,Saint-Julien,Château Gruaud Larose,https://www.vivino.com/US-CA/en/saint-julien-grand-cru-classe/w/79265,https://images.vivino.com/thumbs/9dJEcnU_RnecZTWYx0Kh3Q_pb_x600.png
79762,Pauillac (Grand Cru Classé),France,Pauillac,Château Pichon Baron,https://www.vivino.com/US-CA/en/pauillac-grand-cru-classe-pauillac-red-wine/w/79762,https://images.vivino.com/thumbs/-VCSqTjKRqSTHfQDPvG3PA_pb_x600.png
82613,Pessac-Léognan (Grand Cru Classé de Graves),France,Pessac-Léognan,Château Pape Clément,https://www.vivino.com/US-CA/en/pessac-leognan-grand-cru-classe-de-graves/w/82613,https://images.vivino.com/thumbs/c1SE-xBESFirhNw96jwuxw_pb_x600.png
1193781,Rosé et Or,France,Côtes de Provence,Minuty,https://www.vivino.com/US-CA/en/rose-et-or/w/1193781,https://images.vivino.com/thumbs/xkMPG20ZS5mehP-XH0iBXg_pb_x600.png
22224,Sauternes (Premier Grand Cru Classé),France,Sauternes,Château Guiraud,https://www.vivino.com/US-CA/en/sauternes-premier-grand-cru-classe/w/22224,https://images.vivino.com/thumbs/seeWxpDkRimnnDRRdUoRDQ_pb_x600.png
80472,Saint-Estèphe (Grand Cru Classé),France,Saint-Estèphe,Château Montrose,https://www.vivino.com/US-CA/en/saint-estephe-grand-cru-classe/w/80472,https://images.vivino.com/thumbs/O8YKDQAYRECYJloqiCp85g_pb_x600.png
736114,Margaux (Grand Cru Classé),France,Margaux,Château Prieuré-Lichine,https://www.vivino.com/US-CA/en/margaux-grand-cru-classe/w/736114,https://images.vivino.com/thumbs/GsJpF4CYRs6XOy1eJKQVyQ_pb_x600.png
18557,Margaux (Grand Cru Classé),France,Margaux,Château Kirwan,https://www.vivino.com/US-CA/en/margaux-grand-cru-classe/w/18557,https://images.vivino.com/thumbs/O_DIr339Tq2gbZSZnUJ5yQ_pb_x600.png
23769,Margaux (Grand Cru Classé),France,Margaux,Château Brane-Cantenac,https://www.vivino.com/US-CA/en/margaux-grand-cru-classe/w/23769,https://images.vivino.com/thumbs/cSHAXbDHTvysN7LNLnssZg_pb_x600.png
23627,Saint-Julien (Grand Cru Classé),France,Saint-Julien,Château Beychevelle,https://www.vivino.com/US-CA/en/saint-julien-grand-cru-classe/w/23627,https://images.vivino.com/thumbs/8co6iZt_TA2-Qe2guLjoug_pb_x600.png
1154913,Pessac-Léognan (Grand Cru Classé de Graves),France,Pessac-Léognan,Domaine de Chevalier,https://www.vivino.com/US-CA/en/pessac-leognan-grand-cru-classe-de-graves/w/1154913,https://images.vivino.com/thumbs/O4e2DlxNTieRru7u1ymtVw_pb_x600.png
1145413,Pauillac (Grand Cru Classé),France,Pauillac,Château Lynch-Moussas,https://www.vivino.com/US-CA/en/pauillac-grand-cru-classe/w/1145413,https://images.vivino.com/thumbs/GU9wZtYgS8qsy89bdIQJqQ_pb_x600.png
2038282,Les 7 Extra-Brut Champagne,France,Champagne,Laherte Freres,https://www.vivino.com/US-CA/en/les-7-extra-brut-champagne/w/2038282,https://images.vivino.com/thumbs/_p1N-_GAQcSssccPDS406g_pb_x600.png
80045,Margaux (Grand Cru Classé),France,Margaux,Château Lascombes,https://www.vivino.com/US-CA/en/margaux-grand-cru-classe/w/80045,https://images.vivino.com/thumbs/aZzpef4FSYiJ8l5hJz7Hcg_pb_x600.png
84287,Châteauneuf-du-Pape,France,Châteauneuf-du-Pape,Château La Nerthe,https://www.vivino.com/US-CA/en/chateauneuf-du-pape/w/84287,https://images.vivino.com/thumbs/olYy8AhBRTCjWyeyFVAWXA_pb_x600.png
1319243,Vintage Champagne,France,Champagne,Billecart-Salmon,https://www.vivino.com/US-CA/en/vintage-champagne/w/1319243,https://images.vivino.com/thumbs/xQ9Dt1LSSFq5n9rUXhJcrQ_pb_x600.png
98195,Margaux (Grand Cru Classé),France,Margaux,Château Malescot St. Exupery,https://www.vivino.com/US-CA/en/margaux-grand-cru-classe/w/98195,https://images.vivino.com/thumbs/FLhGFvXxSb6bRfebuha08g_pb_x600.png
1129305,Pauillac (Grand Cru Classé),France,Pauillac,Château Duhart-Milon,https://www.vivino.com/US-CA/en/pauillac-grand-cru-classe/w/1129305,https://images.vivino.com/thumbs/76TS7V9QTk-BnlSm4K-1UQ_pb_x600.png
5811554,Bansella Nizza,Italy,Monferrato,Prunotto,https://www.vivino.com/US-CA/en/bansella-nizza/w/5811554,https://images.vivino.com/thumbs/hIuLIv0QRNqpOGvaufoflw_pb_x600.png
15098,Pinot Grigio,Italy,Colli Orientali del Friuli,Livio Felluga,https://www.vivino.com/US-CA/en/pinot-grigio/w/15098,https://images.vivino.com/thumbs/fuGbg3geRx6ms6Nupd3yrw_pb_x600.png
1459216,Pelago Marche Rosso,Italy,Marche,Umani Ronchi,https://www.vivino.com/US-CA/en/pelago-marche-rosso/w/1459216,https://images.vivino.com/thumbs/Lhsm8I4QTXyCMoBWXHwy6A_pb_x600.png
22690,Vino Nobile di Montepulciano,Italy,Vino Nobile di Montepulciano,Boscarelli,https://www.vivino.com/US-CA/en/vino-nobile-di-montepulciano-vino-nobile-di-montepulciano-red-wine/w/22690,https://images.vivino.com/thumbs/v4IVIuIDSVC-AU-zbBeWuA_pb_x600.png
1518010,Sanct Valentin Weissburgunder (Pinot Bianco),Italy,Südtirol - Alto Adige,St. Michael-Eppan,https://www.vivino.com/US-CA/en/sanct-valentin-weissburgunder-pinot-bianco/w/1518010,https://images.vivino.com/thumbs/sX2GOLx2RvSr0Sgal1DMIQ_pb_x600.png
2301615,Malvasia Nera Zolla,Italy,Salento,Vigneti del Salento,https://www.vivino.com/US-CA/en/malvasia-nera-zolla/w/2301615,https://images.vivino.com/thumbs/92GcxWoERDq3Qm06cVHIcg_pb_x600.png
23388,Chianti Classico,Italy,Chianti Classico,Castello dei Rampolla,https://www.vivino.com/US-CA/en/chianti-classico/w/23388,https://images.vivino.com/thumbs/t_u_YnKNQGq07trAYxN8_g_pb_x600.png
1128434,Picus Rosso Piceno Superiore,Italy,Rosso Piceno,Simone Capecci,https://www.vivino.com/US-CA/en/picus-rosso-piceno-superiore/w/1128434,https://images.vivino.com/thumbs/PVsIskifQa2qH7VYsb-zww_pb_x600.png
15169,Gallina Barbera d'Alba,Italy,Barbera d'Alba,La Spinetta,https://www.vivino.com/US-CA/en/gallina-barbera-d-alba/w/15169,https://images.vivino.com/thumbs/3XNPkBM8TjSV6sAedapMUg_pb_x600.png
6397008,Il Guercio,Italy,Toscana,Tenuta di Carleone,https://www.vivino.com/US-CA/en/il-guercio/w/6397008,https://images.vivino.com/thumbs/ReTOnDpDS32oC3hkbZPYWg_pb_x600.png
1745189,Gries Lagrein Riserva,Italy,Südtirol - Alto Adige,Nals Margreid,https://www.vivino.com/US-CA/en/gries-lagrein-riserva/w/1745189,https://images.vivino.com/thumbs/tc3K2B0SQ-OM9iyS_pSoeA_pb_x600.png
15225,Pinot Nero Schweizer,Italy,Südtirol - Alto Adige,Franz Haas,https://www.vivino.com/US-CA/en/pinot-nero-schweizer/w/15225,https://images.vivino.com/thumbs/NR4OGcv8RgaDHAogzy7UYA_pb_x600.png
1434794,Burgum Novum Pinot Nero Riserva,Italy,Südtirol - Alto Adige,Castelfeder,https://www.vivino.com/US-CA/en/burgum-novum-pinot-nero-riserva/w/1434794,https://images.vivino.com/thumbs/duuWiZebSQ2n93FyJFKGiQ_pb_x600.png
21053,Barolo Ravera,Italy,Barolo,Elvio Cogno,https://www.vivino.com/US-CA/en/barolo-ravera/w/21053,https://images.vivino.com/thumbs/cW7cebUSRlGm1hQby77n1w_pb_x600.png
1494530,Alea Viva,Italy,Lazio,Occhipinti,https://www.vivino.com/US-CA/en/alea-viva/w/1494530,https://images.vivino.com/thumbs/Fbuzh3GlTpuzcQmUzqoBIA_pb_x600.png
1908790,Abissi Portofino,Italy,Liguria,Bisson,https://www.vivino.com/US-CA/en/abissi-portofino/w/1908790,https://images.vivino.com/thumbs/YKFCUAxaShaibsae-dUdcg_pb_x600.png
77295,Barolo San Rocco,Italy,Barolo,Azelia,https://www.vivino.com/US-CA/en/barolo-san-rocco/w/77295,https://images.vivino.com/thumbs/tVd04oFFS7i0cVf0Xmx2Eg_pb_x600.png
1943620,Barolo Serralunga,Italy,Barolo,Pira Luigi,https://www.vivino.com/US-CA/en/barolo-serralunga/w/1943620,https://images.vivino.com/thumbs/F6XJO8WAREauOtstHuMPEA_pb_x600.png
1568172,Pietranera,Italy,Terre Siciliane,Marco de Bartoli,https://www.vivino.com/US-CA/en/pietranera/w/1568172,https://images.vivino.com/thumbs/p7Q6gt2gRRya0rPzdzEndA_pb_x600.png
1104805,V. Lazzairasco Barolo,Italy,Barolo,Guido Porro,https://www.vivino.com/US-CA/en/v-lazzairasco-barolo/w/1104805,https://images.vivino.com/thumbs/DC2nf6_ATYKkkeSmQ-iq_w_pb_x600.png
1134472,Barbaresco Basarin Riserva,Italy,Barbaresco,Negro Angelo,https://www.vivino.com/US-CA/en/barbaresco-basarin-riserva/w/1134472,https://images.vivino.com/thumbs/zbPf9jlESeSzWQHrnhOlTQ_pb_x600.png
82677,Grappoli del Grillo,Italy,Sicilia,Marco de Bartoli,https://www.vivino.com/US-CA/en/grappoli-del-grillo/w/82677,https://images.vivino.com/thumbs/G5JXRCdKSmW-xPF0nY_6Gg_pb_x600.png
1200787,Brunello di Montalcino,Italy,Brunello di Montalcino,San Polino,https://www.vivino.com/US-CA/en/brunello-di-montalcino/w/1200787,https://images.vivino.com/thumbs/oLYRzhHyQXqaOpdTuSeTRQ_pb_x600.png
1989135,Pinot Grigio,Italy,Venezia Giulia,Jermann,https://www.vivino.com/US-CA/en/pinot-grigio/w/1989135,https://images.vivino.com/thumbs/uGGtYujOSZOJbyleDeWRAQ_pb_x600.png
1144997,Barbera d'Alba Superiore Scudetto,Italy,Barbera d'Alba,Mascarello Giuseppe e Figlio,https://www.vivino.com/US-CA/en/barbera-d-alba-superiore-scudetto/w/1144997,https://images.vivino.com/thumbs/enryRVnbRuCOgXNdhxZN6w_pb_x600.png
2101837,Bacchus Trocken,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,https://www.vivino.com/US-CA/en/bacchus-trocken/w/2101837,https://images.vivino.com/thumbs/o1rKymbUQwuS_ZCX6j8gaA_pb_x600.png
4619698,Ürziger Würzgarten Alte Reben Riesling,Germany,Mosel,Steinmetz und Hermann,https://www.vivino.com/US-CA/en/urziger-wurzgarten-alte-reben-riesling/w/4619698,https://images.vivino.com/thumbs/-nNO0_h5QHq59hQLB5gwbg_pb_x600.png
1381975,Rausch Spätlese,Germany,Mosel,Forstmeister Geltz-Zilliken,https://www.vivino.com/US-CA/en/rausch-spatlese/w/1381975,https://images.vivino.com/thumbs/5VDqIdoGRjyk5NlCHBw6rg_pb_x600.png
15787,Pechstein GG,Germany,Pfalz,Reichsrat von Buhl,https://www.vivino.com/US-CA/en/pechstein-gg/w/15787,https://images.vivino.com/thumbs/iMZ6Nc0USJG4FWUbSR6WOQ_pb_x600.png
1140873,Brauneberger Juffer Sonnenuhr Riesling Spätlese,Germany,Brauneberg,Fritz Haag,https://www.vivino.com/US-CA/en/brauneberger-juffer-sonnenuhr-riesling-spatlese/w/1140873,https://images.vivino.com/thumbs/Ss90CePSRHCIFfWCTXppKg_pb_x600.png
5172306,Oestricher Klosterberg Riesling Trocken,Germany,Rheingau,Peter Jakob Kühn,https://www.vivino.com/US-CA/en/oestricher-klosterberg-riesling-trocken/w/5172306,https://images.vivino.com/thumbs/YFnXMz_PROC-rLQQwMlGwg_pb_x600.png
3622673,White Label Nik Weis Saarfeilser GG,Germany,Leiwen,Weingut Nik Weis - St. Urbans-Hof,https://www.vivino.com/US-CA/en/white-label-nik-weis-saarfeilser-gg/w/3622673,https://images.vivino.com/thumbs/UUr27KNMTmmu6_HCtWoTtw_pb_x600.png
6800548,Volx Riesling,Germany,Mosel,Van Volxem,https://www.vivino.com/US-CA/en/volx-riesling/w/6800548,https://images.vivino.com/thumbs/CtiuX_9VSdyzfW-qC5b4nQ_150x200.jpg
79681,Sankt Paul Spätburgunder,Germany,Pfalz,Friedrich Becker,https://www.vivino.com/US-CA/en/sankt-paul-spatburgunder/w/79681,https://images.vivino.com/thumbs/T75DHX2tSI-AL2SmR3owFw_pb_x600.png
2293344,Gaudenz Trocken,Germany,Pfalz,Knipser,https://www.vivino.com/US-CA/en/gaudenz-trocken/w/2293344,https://images.vivino.com/thumbs/ppx-JUN_QAihuLMJYg9Qzw_pb_x600.png
1898180,Rausch GG,Germany,Mosel,Forstmeister Geltz-Zilliken,https://www.vivino.com/US-CA/en/rausch-gg/w/1898180,https://images.vivino.com/thumbs/Ewxb01n8T96G_wo9onYpUg_pb_x600.png
1226876,Bernkasteler Badstube Riesling Kabinett,Germany,Bernkastel,Joh. Jos. Prüm,https://www.vivino.com/US-CA/en/bernkasteler-badstube-riesling-kabinett/w/1226876,https://images.vivino.com/thumbs/egr0zP5xRTu5FSEuiITy5g_pb_x600.png
4907193,Rausch Diabas,Germany,Mosel,Forstmeister Geltz-Zilliken,https://www.vivino.com/US-CA/en/rausch-diabas/w/4907193,https://images.vivino.com/thumbs/89PedWseSuGdrLTS-lshrw_pb_x600.png
2899573,Doosberg Riesling Trocken,Germany,Rheingau,Peter Jakob Kühn,https://www.vivino.com/US-CA/en/doosberg-riesling-trocken/w/2899573,https://images.vivino.com/thumbs/yA80n7SFRcqxmnupTDhvbg_pb_x600.png
1788438,Marienburg Rothenpfad GG,Germany,Mosel,Clemens Busch,https://www.vivino.com/US-CA/en/marienburg-rothenpfad-gg/w/1788438,https://images.vivino.com/thumbs/hjadnFAbRP-9LVvIp0nRWg_pb_x600.png
2602485,Lenchen Riesling Kabinett,Germany,Rheingau,Peter Jakob Kühn,https://www.vivino.com/US-CA/en/lenchen-riesling-kabinett/w/2602485,https://images.vivino.com/thumbs/pZjoeTcLTQqwNPEMaubhGg_pb_x600.png
1210532,Altenberg Alte Reben GG,Germany,Mosel,Van Volxem,https://www.vivino.com/US-CA/en/altenberg-alte-reben-gg/w/1210532,https://images.vivino.com/thumbs/LnxtCA6_S9S9_zxbzE6xlg_pb_x600.png
2602140,Ungeheuer Riesling Auslese,Germany,Pfalz,Reichsrat von Buhl,https://www.vivino.com/US-CA/en/ungeheuer-riesling-auslese/w/2602140,https://images.vivino.com/thumbs/5NoRRzMdQNKMMChK7PBRiw_pb_x600.png
1561535,Pettenthal Riesling GG,Germany,Rheinhessen,Kühling-Gillot,https://www.vivino.com/US-CA/en/pettenthal-riesling-gg/w/1561535,https://images.vivino.com/thumbs/5_zo7EDfSh24FLcI-ONgGw_pb_x600.png
2195791,Weisser Burgunder,Germany,Nahe,Korrell,https://www.vivino.com/US-CA/en/weisser-burgunder/w/2195791,https://images.vivino.com/thumbs/kdvqr6bYQL6397vr2hSBuA_pb_x600.png
4972474,Werkstoff,Germany,Rheinhessen,Pfannebecker,https://www.vivino.com/US-CA/en/werkstoff/w/4972474,https://images.vivino.com/thumbs/akb0g8vJRC-9AjoiP_OLVg_pb_x600.png
2539592,Ürziger Würzgarten Riesling Spätlese,Germany,Mosel,Markus Molitor,https://www.vivino.com/US-CA/en/urziger-wurzgarten-riesling-spatlese/w/2539592,https://images.vivino.com/thumbs/2zyT9Tn0RkSNpZxsLltC4w_pb_x600.png
1190752,Ganz Horn Im Sonnenschein GG,Germany,Pfalz,Ökonomierat Rebholz,https://www.vivino.com/US-CA/en/ganz-horn-im-sonnenschein-gg/w/1190752,https://images.vivino.com/thumbs/lIU9vXHzQ2S53gqU36JSJg_pb_x600.png
49734,Pagos Viejos,Spain,Vino de España,Artadi,https://www.vivino.com/US-CA/en/pagos-viejos/w/49734,https://images.vivino.com/thumbs/K2KkqDn7Qbm2vEaAyXslfA_pb_x600.png
1889460,As Sortes Val do Bibei Godello,Spain,Valdeorras,Rafael Palacios,https://www.vivino.com/US-CA/en/as-sortes-val-do-bibei-godello/w/1889460,https://images.vivino.com/thumbs/dFzVMga8T42pNRHImseKdA_pb_x600.png
98835,La Cueva del Contador Rioja,Spain,Rioja,Bodega Contador (Benjamín Romeo),https://www.vivino.com/US-CA/en/la-cueva-del-contador-rioja/w/98835,https://images.vivino.com/thumbs/10wFwSamRYKGQtFYTpJi5g_pb_x600.png
1135982,Rioja Gran Reserva,Spain,Rioja,Marqués de Riscal,https://www.vivino.com/US-CA/en/rioja-gran-reserva/w/1135982,https://images.vivino.com/thumbs/Rwfa-kVPRBuRRmz5gEVifQ_pb_x600.png
1552884,Le Domaine Blanco de Guarda,Spain,Sardón de Duero,Abadía Retuerta,https://www.vivino.com/US-CA/en/le-domaine-blanco-de-guarda/w/1552884,https://images.vivino.com/thumbs/k3q6_bvuRAa1M9ylSw11yg_pb_x600.png
1179387,Clos Martinet,Spain,Priorat,Martinet,https://www.vivino.com/US-CA/en/clos-martinet/w/1179387,https://images.vivino.com/thumbs/skJbTBICRjSUTVDJHWdyLA_pb_x600.png
99025,Priorat,Spain,Priorat,Perinet,https://www.vivino.com/US-CA/en/priorat/w/99025,https://images.vivino.com/thumbs/bxct9IlKQ7O8kRvBN6_gKg_pb_x600.png
86816,Don PX Pedro Ximenez,Spain,Montilla-Moriles,Toro Albalá,https://www.vivino.com/US-CA/en/don-px-pedro-ximenez/w/86816,https://images.vivino.com/thumbs/IW4LY7lKSRKNHS4xoqyO6A_pb_x600.png
2707214,La Hormiga de Antídoto,Spain,Ribera del Duero,Antídoto,https://www.vivino.com/US-CA/en/la-hormiga-de-antidoto/w/2707214,https://images.vivino.com/thumbs/Y56WzLz3QE6Py7QXwy2h4A_pb_x600.png
1387012,Rioja Gran Reserva,Spain,Rioja,Contino,https://www.vivino.com/US-CA/en/rioja-gran-reserva/w/1387012,https://images.vivino.com/thumbs/Rvqb33oSR1GQB6y143O-5A_pb_x600.png
1201091,1730 Pedro Ximenez,Spain,Pedro Ximénez Sherry (PX),Álvaro Domecq,https://www.vivino.com/US-CA/en/seventeen-thirty-pedro-ximenez/w/1201091,https://images.vivino.com/thumbs/_sxAHxf9T3C2c5T5q3Qu6w_pb_x600.png
875,Cosecha,Spain,Ribera del Duero,Hacienda Monasterio,https://www.vivino.com/US-CA/en/cosecha/w/875,https://images.vivino.com/thumbs/gQ-iYTkHQRuzEObQ4ASLjw_pb_x600.png
736588,Pago de Santa Cruz,Spain,Ribera del Duero,Viña Sastre,https://www.vivino.com/US-CA/en/pago-de-santa-cruz/w/736588,https://images.vivino.com/thumbs/4eUbm0qoQjyksoS2O9aX4w_pb_x600.png
1126125,Prado Enea Gran Reserva,Spain,Rioja,Muga,https://www.vivino.com/US-CA/en/prado-enea-gran-reserva/w/1126125,https://images.vivino.com/thumbs/K1sV2MOLTfyVJxpmraJwTA_pb_x600.png
1721127,Reserva,Spain,Ribera del Duero,Carmelo Rodero,https://www.vivino.com/US-CA/en/reserva/w/1721127,https://images.vivino.com/thumbs/-PAlk7Q6TxOBobBsriZfqw_pb_x600.png
88836,Culmen Reserva Rioja,Spain,Rioja,Lan,https://www.vivino.com/US-CA/en/culmen-reserva-rioja/w/88836,https://images.vivino.com/thumbs/eyzAu-aCSJuV69OKW4mgEw_pb_x600.png
73591,Pago Garduña,Spain,Castilla y León,Abadía Retuerta,https://www.vivino.com/US-CA/en/pago-garduna/w/73591,https://images.vivino.com/thumbs/uwxU54ZJSw6VCrLx2PfYUQ_pb_x600.png
1187293,A Mano Rioja,Spain,Rioja,Lan,https://www.vivino.com/US-CA/en/a-mano-rioja/w/1187293,https://images.vivino.com/thumbs/FabOknN7RiSBqeDpRCSc6Q_pb_x600.png
83911,La Tâche Grand Cru,France,La Tâche Grand Cru,Domaine de La Romanée-Conti,https://www.vivino.com/US-CA/en/la-tache-grand-cru/w/83911,https://images.vivino.com/thumbs/rUPGZo11SwW6haQta4COqQ_pb_x600.png
83913,Richebourg Grand Cru,France,Richebourg Grand Cru,Domaine de La Romanée-Conti,https://www.vivino.com/US-CA/en/richebourg-grand-cru/w/83913,https://images.vivino.com/thumbs/cohA0QIVTGmupg938tBbbQ_pb_x600.png
83912,Romanée-Conti Grand Cru,France,Romanée-Conti Grand Cru,Domaine de La Romanée-Conti,https://www.vivino.com/US-CA/en/romanee-conti-grand-cru/w/83912,https://images.vivino.com/thumbs/SzZEjTsMRlWz3yDyCISfnA_pb_x600.png
83920,Romanée-Saint-Vivant Grand Cru (Marey-Monge),France,Romanée-Saint-Vivant Grand Cru,Domaine de La Romanée-Conti,https://www.vivino.com/US-CA/en/romanee-saint-vivant-grand-cru-marey-monge/w/83920,https://images.vivino.com/thumbs/qbolgWCtRq-z3tt-HeXRrA_pb_x600.png
1127349,Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne,France,Champagne,Salon,https://www.vivino.com/US-CA/en/le-mesnil-blanc-de-blancs-cuvee-s-brut-champagne/w/1127349,https://images.vivino.com/thumbs/npULvXoQRk6stiNqDWzB6Q_pb_x600.png
87552,Châteauneuf-du-Pape,France,Châteauneuf-du-Pape,Château Rayas,https://www.vivino.com/US-CA/en/chateauneuf-du-pape/w/87552,https://images.vivino.com/thumbs/v1Jsa3uGTKq0AZxNgO9X_Q_pb_x600.png
1473611,Côte-Rôtie La Turque,France,Côte-Rôtie,E. Guigal,https://www.vivino.com/US-CA/en/cote-rotie-la-turque/w/1473611,https://images.vivino.com/thumbs/ef3LDfDxSRit60wSsGYW6A_pb_x600.png
1152755,Pessac-Léognan (Premier Grand Cru Classé),France,Pessac-Léognan,Château Haut-Brion,https://www.vivino.com/US-CA/en/pessac-leognan-premier-grand-cru-classe/w/1152755,https://images.vivino.com/thumbs/ntGyei3vSEGl5Bz5-wI-TQ_pb_x600.png
1166837,Pomerol,France,Pomerol,Pétrus,https://www.vivino.com/US-CA/en/pomerol/w/1166837,https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x600.png
79633,Collection Brut Champagne,France,Champagne,Krug,https://www.vivino.com/US-CA/en/collection-brut-champagne/w/79633,https://images.vivino.com/thumbs/ECz-28QOTx-JgpyjS9JtPg_pb_x600.png
36044,Cuvée Da Capo Châteauneuf-du-Pape,France,Châteauneuf-du-Pape,Pegau,https://www.vivino.com/US-CA/en/cuvee-da-capo-chateauneuf-du-pape/w/36044,https://images.vivino.com/thumbs/qhqnjHhPQai4lV2F6jTKvw_pb_x600.png
81848,Saint-Julien (Grand Cru Classé),France,Saint-Julien,Château Léoville Las Cases,https://www.vivino.com/US-CA/en/saint-julien-grand-cru-classe/w/81848,https://images.vivino.com/thumbs/HMgTa8LGQXGC4MQze0nV7w_pb_x600.png
36434,Côte-Rôtie La Mouline,France,Côte-Rôtie,E. Guigal,https://www.vivino.com/US-CA/en/cote-rotie-la-mouline/w/36434,https://images.vivino.com/thumbs/HYVZMFigQ5qXxni7s9SpWw_pb_x600.png
1148747,Saint-Émilion Grand Cru (Premier Grand Cru Classé),France,Saint-Émilion Grand Cru,Château Cheval Blanc,https://www.vivino.com/US-CA/en/saint-emilion-grand-cru-premier-grand-cru-classe/w/1148747,https://images.vivino.com/thumbs/Iy-wRhQ6T9egtIYlTDhrKg_pb_x600.png
1127795,Château Margaux (Premier Grand Cru Classé),France,Margaux,Château Margaux,https://www.vivino.com/US-CA/en/chateau-margaux-premier-grand-cru-classe/w/1127795,https://images.vivino.com/thumbs/DygMHm5zSi2qXX6I0Hk90A_pb_x600.png
1135626,Bolgheri Superiore,Italy,Bolgheri Superiore,Tenuta Argentiera,https://www.vivino.com/US-CA/en/bolgheri-superiore/w/1135626,https://images.vivino.com/thumbs/m-MDrAZoTciVt1eHXQ6Qzg_pb_x600.png
1127704,Amarone della Valpolicella Classico Riserva (Sergio Zenato),Italy,Amarone della Valpolicella Classico,Zenato,https://www.vivino.com/US-CA/en/amarone-della-valpolicella-classico-riserva-sergio-zenato/w/1127704,https://images.vivino.com/thumbs/FPW7B9vQQzmPnXe_lLe4HA_pb_x600.png
1200703,Barolo Bussia,Italy,Barolo,Parusso,https://www.vivino.com/US-CA/en/barolo-bussia/w/1200703,https://images.vivino.com/thumbs/kPQz37asTei1EOEaNvmHIQ_pb_x600.png
89753,Valpolicella Superiore Monte Lodoletta,Italy,Valpolicella,Dal Forno Romano,https://www.vivino.com/US-CA/en/valpolicella-superiore-monte-lodoletta/w/89753,https://images.vivino.com/thumbs/O4kITUXPQQ2CeYjKELVRsg_pb_x600.png
4216781,Pira Barolo,Italy,Barolo,Roagna,https://www.vivino.com/US-CA/en/pira-barolo/w/4216781,https://images.vivino.com/thumbs/YJnR0WJwTAOviVPqEbKluw_pb_x600.png
82698,Brunello di Montalcino Riserva,Italy,Brunello di Montalcino,Biondi-Santi,https://www.vivino.com/US-CA/en/brunello-di-montalcino-riserva/w/82698,https://images.vivino.com/thumbs/C62n7YRySmOweMGqGhHUwA_pb_x600.png
2003036,Vürsù Barbaresco Gallina,Italy,Barbaresco,La Spinetta,https://www.vivino.com/US-CA/en/vursu-barbaresco-gallina/w/2003036,https://images.vivino.com/thumbs/49dT4I6vRmaBJATTyVKmEw_pb_x600.png
1150380,Brunello di Montalcino,Italy,Brunello di Montalcino,Valdicava,https://www.vivino.com/US-CA/en/brunello-di-montalcino/w/1150380,https://images.vivino.com/thumbs/xlo-L171RHOymPivWxwPew_pb_x600.png
1229127,Brunello di Montalcino,Italy,Brunello di Montalcino,Máté,https://www.vivino.com/US-CA/en/brunello-di-montalcino/w/1229127,https://images.vivino.com/thumbs/xeV3yxs3RGOvj-QsO-CrLQ_pb_x600.png
7757,Pignol Cru,Italy,Venezia Giulia,Bressan,https://www.vivino.com/US-CA/en/pignol-cru/w/7757,https://images.vivino.com/thumbs/qfwkVLdSSzOs_i1qdg0CSw_pb_x600.png
83173,Brunello di Montalcino,Italy,Brunello di Montalcino,Poggio di Sotto,https://www.vivino.com/US-CA/en/brunello-di-montalcino/w/83173,https://images.vivino.com/thumbs/84Zp5lVOQ7mAUjJk_tYDwA_pb_x600.png
83594,Luce,Italy,Toscana,Tenuta Luce,https://www.vivino.com/US-CA/en/luce/w/83594,https://images.vivino.com/thumbs/lEDP3EqVQrG0_fREsWtaLA_pb_x600.png
1471,Siepi,Italy,Toscana,Mazzei,https://www.vivino.com/US-CA/en/siepi/w/1471,https://images.vivino.com/thumbs/-1c_hpF3T8GGIuJ8MAegBA_pb_x600.png
1169316,Barolo Riserva,Italy,Barolo,Pianpolvere Soprano,https://www.vivino.com/US-CA/en/barolo-riserva/w/1169316,https://images.vivino.com/thumbs/dPEXsCt6SwyvnPa0zGgICA_pb_x600.png
1130300,Amarone della Valpolicella,Italy,Amarone della Valpolicella,Roccolo Grassi,https://www.vivino.com/US-CA/en/amarone-della-valpolicella/w/1130300,https://images.vivino.com/thumbs/OIeVC6D_QVyn2LBYUAwMsA_pb_x600.png
